1	chr1
AADN04009042.1	chrUn_NT_469700v1
AADN04009043.1	chrUn_NT_469701v1
AADN04009090.1	chr4_NT_459940v1_random
AADN04009044.1	chrUn_NT_469702v1
AADN04009100.1	chr3_NT_459182v1_random
AADN04009047.1	chrUn_NT_469703v1
AADN04009048.1	chrUn_NT_469704v1
AADN04009137.1	chr1_NT_456606v1_random
AADN04009049.1	chrUn_NT_469705v1
AADN04009051.1	chrUn_NT_469706v1
AADN04009052.1	chrZ_NT_463948v1_random
AADN04009053.1	chrUn_NT_469707v1
AADN04009066.1	chr24_NT_463156v1_random
AADN04009054.1	chrUn_NT_469708v1
AADN04009118.1	chr2_NT_458179v1_random
AADN04009056.1	chrUn_NT_469709v1
AADN04009057.1	chrUn_NT_469710v1
AADN04009058.1	chr28_NT_463384v1_random
AADN04009059.1	chrUn_NT_469711v1
AADN04009063.1	chrUn_NT_469714v1
AADN04009062.1	chrUn_NT_469713v1
AADN04009061.1	chrUn_NT_469712v1
AADN04009119.1	chr3_NT_459183v1_random
AADN04009175.1	chr3_NT_459186v1_random
AADN04009065.1	chrUn_NT_469716v1
AADN04009064.1	chrUn_NT_469715v1
AADN04009070.1	chrUn_NT_469719v1
AADN04009067.1	chrUn_NT_469717v1
AADN04009068.1	chr1_NT_456603v1_random
AADN04009069.1	chrUn_NT_469718v1
AADN04009071.1	chrUn_NT_469720v1
AADN04009073.1	chrUn_NT_469722v1
AADN04009072.1	chrUn_NT_469721v1
AADN04009074.1	chrUn_NT_469723v1
AADN04009330.1	chr2_NT_458197v1_random
AADN04009075.1	chrUn_NT_469724v1
AADN04009076.1	chrUn_NT_469725v1
AADN04009077.1	chrUn_NT_469726v1
AADN04009207.1	chr2_NT_458185v1_random
AADN04009078.1	chrUn_NT_469727v1
AADN04009091.1	chrUn_NT_469738v1
AADN04009080.1	chrUn_NT_469728v1
AADN04009182.1	chr5_NT_460523v1_random
AADN04009252.1	chr1_NT_456614v1_random
AADN04009121.1	chr7_NT_461126v1_random
AADN04009081.1	chrUn_NT_469729v1
AADN04009082.1	chrUn_NT_469730v1
AADN04009083.1	chrUn_NT_469731v1
AADN04009085.1	chrUn_NT_469733v1
AADN04009129.1	chr13_NT_462244v1_random
AADN04009084.1	chrUn_NT_469732v1
AADN04009086.1	chrUn_NT_469734v1
AADN04009117.1	chr1_NT_456604v1_random
AADN04009087.1	chrUn_NT_469735v1
AADN04009089.1	chrUn_NT_469737v1
AADN04009092.1	chrUn_NT_469739v1
AADN04009093.1	chrUn_NT_469740v1
AADN04009094.1	chrUn_NT_469741v1
AADN04009101.1	chrUn_NT_469745v1
AADN04009088.1	chrUn_NT_469736v1
AADN04009095.1	chr2_NT_458177v1_random
AADN04009096.1	chrUn_NT_469742v1
AADN04009258.1	chr1_NT_456615v1_random
AADN04009098.1	chrUn_NT_469743v1
AADN04009144.1	chr4_NT_459944v1_random
AADN04009257.1	chr2_NT_458191v1_random
AADN04009099.1	chrUn_NT_469744v1
AADN04009103.1	chrUn_NT_469746v1
AADN04009104.1	chrUn_NT_469747v1
AADN04009173.1	chr1_NT_456607v1_random
AADN04009105.1	chrUn_NT_469748v1
AADN04009106.1	chrUn_NT_469749v1
AADN04009108.1	chrUn_NT_469750v1
AADN04003535.1	chrZ_NT_463766v1_random
AADN04009116.1	chrUn_NT_469755v1
AADN04009163.1	chr2_NT_458183v1_random
AADN04009115.1	chrUn_NT_469754v1
AADN04009113.1	chrUn_NT_469753v1
AADN04009111.1	chrUn_NT_469751v1
AADN04009112.1	chrUn_NT_469752v1
AADN04009132.1	chr2_NT_458180v1_random
AADN04009156.1	chr7_NT_461127v1_random
AADN04009120.1	chrUn_NT_469756v1
AADN04009153.1	chr2_NT_458182v1_random
AADN04009122.1	chr1_NT_456605v1_random
AADN04009123.1	chrUn_NT_469757v1
AADN04009127.1	chrUn_NT_469760v1
AADN04009124.1	chrUn_NT_469758v1
AADN04009126.1	chrUn_NT_469759v1
AADN04009155.1	chr3_NT_459184v1_random
AADN04009130.1	chrUn_NT_469761v1
AADN04009205.1	chr1_NT_456609v1_random
AADN04009237.1	chr20_NT_462861v1_random
AADN04009206.1	chr1_NT_456610v1_random
AADN04009139.1	chrUn_NT_469767v1
AADN04009133.1	chrUn_NT_469762v1
AADN04009134.1	chrUn_NT_469763v1
AADN04009226.1	chr4_NT_459946v1_random
AADN04009224.1	chr1_NT_456612v1_random
AADN04009135.1	chrUn_NT_469764v1
AADN04009136.1	chrUn_NT_469765v1
AADN04009138.1	chrUn_NT_469766v1
AADN04009174.1	chr3_NT_459185v1_random
AADN04009141.1	chrUn_NT_469768v1
AADN04009151.1	chrUn_NT_469775v1
AADN04009178.1	chr4_NT_459945v1_random
AADN04009145.1	chrUn_NT_469771v1
AADN04009215.1	chr5_NT_460524v1_random
AADN04009289.1	chr2_NT_458195v1_random
AADN04009146.1	chrUn_NT_469772v1
AADN04009147.1	chrUn_NT_469773v1
AADN04009148.1	chrZ_NT_463951v1_random
AADN04009160.1	chrUn_NT_469779v1
AADN04009240.1	chr5_NT_460525v1_random
AADN04009219.1	chr2_NT_458187v1_random
AADN04009388.1	chr2_NT_458198v1_random
AADN04009143.1	chrUn_NT_469770v1
AADN04009142.1	chrUn_NT_469769v1
AADN04009154.1	chrUn_NT_469776v1
AADN04009157.1	chrUn_NT_469777v1
AADN04009179.1	chrUn_NT_469793v1
AADN04009150.1	chrUn_NT_469774v1
AADN04009158.1	chrUn_NT_469778v1
AADN04009159.1	chrW_NT_463525v1_random
AADN04009263.1	chr3_NT_459189v1_random
AADN04009260.1	chr4_NT_459948v1_random
AADN04009161.1	chrUn_NT_469780v1
AADN04009162.1	chrUn_NT_469781v1
AADN04009164.1	chrUn_NT_469782v1
AADN04009171.1	chrUn_NT_469789v1
AADN04009165.1	chrUn_NT_469783v1
KQ759668.1	chrUn_NT_469801v1
AADN04009166.1	chrUn_NT_469784v1
AADN04009167.1	chrUn_NT_469785v1
AADN04009168.1	chrUn_NT_469786v1
AADN04009169.1	chrUn_NT_469787v1
AADN04009170.1	chrUn_NT_469788v1
AADN04009172.1	chrUn_NT_469790v1
AADN04009181.1	chrUn_NT_469795v1
AADN04001645.1	chrZ_NT_463660v1_random
AADN04009250.1	chr7_NT_461128v1_random
AADN04009176.1	chrUn_NT_469791v1
AADN04009180.1	chrUn_NT_469794v1
AADN04009196.1	chrW_NT_463526v1_random
AADN04009232.1	chr2_NT_458188v1_random
AADN04009328.1	chr7_NT_461131v1_random
AADN04009177.1	chrUn_NT_469792v1
AADN04009208.1	chr2_NT_458186v1_random
AADN04009287.1	chr2_NT_458194v1_random
AADN04009187.1	chr3_NT_459187v1_random
AADN04009184.1	chrUn_NT_469796v1
AADN04009185.1	chrUn_NT_469797v1
AADN04009189.1	chrUn_NT_469800v1
AADN04009192.1	chrUn_NT_469802v1
AADN04009188.1	chrUn_NT_469799v1
AADN04009233.1	chr3_NT_459188v1_random
AADN04009304.1	chr1_NT_456616v1_random
AADN04009186.1	chrUn_NT_469798v1
AADN04009193.1	chrUn_NT_469803v1
AADN04009197.1	chrUn_NT_469805v1
AADN04009194.1	chrUn_NT_469804v1
AADN04009421.1	chr1_NT_456629v1_random
AADN04009198.1	chrUn_NT_469806v1
AADN04009201.1	chrUn_NT_469809v1
AADN04009200.1	chrUn_NT_469808v1
AADN04009199.1	chrUn_NT_469807v1
AADN04009547.1	chr7_NT_461135v1_random
AADN04009202.1	chrUn_NT_469810v1
AADN04009203.1	chrUn_NT_469811v1
AADN04009253.1	chr5_NT_460526v1_random
AADN04009204.1	chrUn_NT_469812v1
AADN04009214.1	chrUn_NT_469816v1
AADN04009210.1	chrUn_NT_469814v1
AADN04009211.1	chrUn_NT_469815v1
AADN04009209.1	chrUn_NT_469813v1
KQ759669.1	chrUn_NT_469825v1
AADN04009329.1	chr5_NT_460527v1_random
AADN04009450.1	chr2_NT_458200v1_random
AADN04009217.1	chrUn_NT_469817v1
AADN04009246.1	chr2_NT_458190v1_random
AADN04009223.1	chrUn_NT_469821v1
AADN04009218.1	chrW_NT_463527v1_random
AADN04009222.1	chrUn_NT_469820v1
AADN04009220.1	chrUn_NT_469818v1
AADN04009221.1	chrUn_NT_469819v1
AADN04009225.1	chrUn_NT_469822v1
AADN04009227.1	chrUn_NT_469823v1
AADN04009341.1	chr1_NT_456620v1_random
AADN04009228.1	chrUn_NT_469824v1
AADN04009231.1	chrUn_NT_469826v1
AADN04009236.1	chr4_NT_459947v1_random
AADN04009235.1	chrUn_NT_469828v1
AADN04009234.1	chrUn_NT_469827v1
AADN04009238.1	chrUn_NT_469829v1
AADN04009239.1	chrUn_NT_469830v1
AADN04009242.1	chrUn_NT_469832v1
KQ759670.1	chrUn_NT_469842v1
AADN04009241.1	chrUn_NT_469831v1
AADN04009243.1	chrUn_NT_469833v1
AADN04009249.1	chr1_NT_456613v1_random
AADN04009216.1	chr1_NT_456611v1_random
AADN04009244.1	chrUn_NT_469834v1
AADN04009247.1	chrUn_NT_469835v1
AADN04009248.1	chrUn_NT_469836v1
AADN04009251.1	chrUn_NT_469837v1
AADN04009254.1	chrZ_NT_463954v1_random
AADN04009261.1	chr12_NT_462081v1_random
AADN04009255.1	chrUn_NT_469838v1
AADN04009259.1	chrUn_NT_469840v1
AADN04009348.1	chr1_NT_456623v1_random
AADN04009256.1	chrUn_NT_469839v1
AADN04009262.1	chrUn_NT_469841v1
AADN04009264.1	chr2_NT_458192v1_random
AADN04009269.1	chrUn_NT_469845v1
AADN04009325.1	chr12_NT_462082v1_random
AADN04009267.1	chrUn_NT_469843v1
AADN04009268.1	chrUn_NT_469844v1
AADN04009295.1	chr2_NT_458196v1_random
AADN04004217.1	chrZ_NT_463792v1_random
AADN04009271.1	chrUn_NT_469847v1
KQ759671.1	chrUn_NT_469848v1
AADN04009270.1	chrUn_NT_469846v1
AADN04009279.1	chr17_NT_462594v1_random
AADN04009275.1	chrUn_NT_469849v1
AADN04009276.1	chrUn_NT_469850v1
AADN04009280.1	chrUn_NT_469853v1
AADN04009278.1	chrUn_NT_469852v1
AADN04009284.1	chrUn_NT_469857v1
AADN04009283.1	chrUn_NT_469856v1
AADN04009519.1	chr2_NT_458201v1_random
AADN04009281.1	chrUn_NT_469854v1
AADN04009313.1	chr1_NT_456618v1_random
AADN04009277.1	chrUn_NT_469851v1
AADN04009282.1	chrUn_NT_469855v1
AADN04009285.1	chrUn_NT_469858v1
AADN04009286.1	chrUn_NT_469859v1
AADN04009290.1	chrUn_NT_469861v1
AADN04009334.1	chrUn_NT_469892v1
AADN04009291.1	chrZ_NT_463955v1_random
AADN04009292.1	chrUn_NT_469862v1
AADN04009293.1	chrUn_NT_469863v1
AADN04009294.1	chrUn_NT_469864v1
AADN04009296.1	chrUn_NT_469865v1
AADN04009274.1	chr2_NT_458193v1_random
AADN04009383.1	chr21_NT_462957v1_random
AADN04009297.1	chrUn_NT_469866v1
AADN04009300.1	chrUn_NT_469868v1
AADN04009299.1	chrUn_NT_469867v1
AADN04009535.1	chr1_NT_456643v1_random
AADN04009288.1	chrUn_NT_469860v1
AADN04009302.1	chrUn_NT_469870v1
AADN04009342.1	chr1_NT_456621v1_random
AADN04009301.1	chrUn_NT_469869v1
AADN04009303.1	chrUn_NT_469871v1
AADN04009335.1	chr12_NT_462083v1_random
AADN04009460.1	chr1_NT_456632v1_random
AADN04009305.1	chrUn_NT_469872v1
AADN04009306.1	chrUn_NT_469873v1
AADN04009423.1	chr10_NT_461759v1_random
AADN04009315.1	chrUn_NT_469879v1
AADN04009307.1	chrUn_NT_469874v1
AADN04009309.1	chrUn_NT_469876v1
AADN04009320.1	chrUn_NT_469883v1
AADN04009355.1	chrUn_NT_469905v1
AADN04009308.1	chrUn_NT_469875v1
AADN04009310.1	chr1_NT_456617v1_random
AADN04009311.1	chrUn_NT_469877v1
AADN04009316.1	chr7_NT_461130v1_random
AADN04009312.1	chrUn_NT_469878v1
AADN04009385.1	chr6_NT_460904v1_random
AADN04009432.1	chr4_NT_459950v1_random
AADN04009324.1	chrUn_NT_469887v1
AADN04009317.1	chrUn_NT_469880v1
AADN04009319.1	chrUn_NT_469882v1
AADN04009321.1	chrUn_NT_469884v1
AADN04009323.1	chrUn_NT_469886v1
AADN04009381.1	chr1_NT_456626v1_random
AADN04009318.1	chrUn_NT_469881v1
AADN04009338.1	chrUn_NT_469895v1
AADN04009327.1	chrUn_NT_469889v1
AADN04009326.1	chrUn_NT_469888v1
AADN04009379.1	chr3_NT_459190v1_random
AADN04009344.1	chr6_NT_460903v1_random
AADN04009322.1	chrUn_NT_469885v1
AADN04009331.1	chrUn_NT_469890v1
AADN04009407.1	chr2_NT_458199v1_random
AADN04009340.1	chrUn_NT_469896v1
AADN04009332.1	chr1_NT_456619v1_random
AADN04009333.1	chrUn_NT_469891v1
AADN04009336.1	chrUn_NT_469893v1
AADN04009337.1	chrUn_NT_469894v1
AADN04009382.1	chr7_NT_461132v1_random
AADN04007023.1	chrZ_NT_463891v1_random
AADN04009347.1	chr1_NT_456622v1_random
AADN04009496.1	chr5_NT_460532v1_random
AADN04009343.1	chrUn_NT_469897v1
AADN04009345.1	chrUn_NT_469898v1
AADN04009352.1	chr10_NT_461758v1_random
AADN04009346.1	chrUn_NT_469899v1
AADN04009349.1	chrUn_NT_469900v1
AADN04009350.1	chrUn_NT_469901v1
AADN04009351.1	chrUn_NT_469902v1
AADN04009353.1	chrUn_NT_469903v1
AADN04009359.1	chr1_NT_456624v1_random
AADN04009412.1	chr1_NT_456628v1_random
AADN04009354.1	chrUn_NT_469904v1
AADN04009415.1	chr7_NT_461133v1_random
AADN04009357.1	chrUn_NT_469907v1
AADN04009358.1	chrUn_NT_469908v1
AADN04009360.1	chr11_NT_461925v1_random
AADN04009362.1	chr1_NT_456625v1_random
AADN04009363.1	chrUn_NT_469910v1
AADN04009375.1	chrUn_NT_469922v1
AADN04009361.1	chrUn_NT_469909v1
AADN04009364.1	chrUn_NT_469911v1
AADN04009366.1	chrUn_NT_469913v1
AADN04009365.1	chrUn_NT_469912v1
AADN04009367.1	chrUn_NT_469914v1
AADN04009369.1	chrUn_NT_469916v1
AADN04009370.1	chrUn_NT_469917v1
AADN04009371.1	chrUn_NT_469918v1
AADN04009339.1	chr13_NT_462245v1_random
AADN04009372.1	chrUn_NT_469919v1
AADN04009373.1	chrUn_NT_469920v1
AADN04009374.1	chrUn_NT_469921v1
AADN04009376.1	chrUn_NT_469923v1
AADN04009368.1	chrUn_NT_469915v1
AADN04009356.1	chrUn_NT_469906v1
AADN04009377.1	chrUn_NT_469924v1
AADN04009380.1	chrUn_NT_469926v1
AADN04009419.1	chr26_NT_463293v1_random
AADN04009439.1	chr5_NT_460529v1_random
AADN04009378.1	chrUn_NT_469925v1
AADN04009384.1	chrUn_NT_469927v1
AADN04009447.1	chr5_NT_460530v1_random
AADN04009389.1	chr1_NT_456627v1_random
AADN04009392.1	chrUn_NT_469932v1
AADN04009387.1	chrUn_NT_469929v1
AADN04009390.1	chrUn_NT_469930v1
AADN04009393.1	chrUn_NT_469933v1
AADN04009394.1	chrUn_NT_469934v1
AADN04009401.1	chrUn_NT_469941v1
AADN04009522.1	chr5_NT_460533v1_random
AADN04009454.1	chr4_NT_459951v1_random
AADN04009386.1	chrUn_NT_469928v1
AADN04009391.1	chrUn_NT_469931v1
AADN04009395.1	chrUn_NT_469935v1
AADN04009396.1	chrUn_NT_469936v1
AADN04009398.1	chrUn_NT_469938v1
AADN04009397.1	chrUn_NT_469937v1
AADN04009399.1	chrUn_NT_469939v1
AADN04009400.1	chrUn_NT_469940v1
KQ759672.1	chrUn_NT_469948v1
AADN04009314.1	chr7_NT_461129v1_random
AADN04009402.1	chrUn_NT_469942v1
AADN04009403.1	chrUn_NT_469943v1
AADN04009477.1	chr1_NT_456634v1_random
AADN04009508.1	chr6_NT_460906v1_random
AADN04009404.1	chrUn_NT_469944v1
AADN04009405.1	chrUn_NT_469945v1
AADN04009429.1	chrUn_NT_469960v1
AADN04009431.1	chr6_NT_460905v1_random
AADN04009458.1	chr5_NT_460531v1_random
AADN04009406.1	chrUn_NT_469946v1
AADN04009442.1	chr9_NT_461608v1_random
AADN04009408.1	chr5_NT_460528v1_random
AADN04009528.1	chr18_NT_462661v1_random
AADN04009409.1	chrUn_NT_469947v1
KQ759360.1	chr1_NT_456637v1_random
AADN04009413.1	chrUn_NT_469949v1
AADN04009414.1	chrUn_NT_469950v1
AADN04009483.1	chr1_NT_456636v1_random
AADN04009430.1	chr1_NT_456630v1_random
AADN04009517.1	chr1_NT_456639v1_random
KQ759473.1	chr24_NT_463158v1_random
AADN04009417.1	chrUn_NT_469952v1
AADN04009418.1	chrUn_NT_469953v1
KQ759359.1	chr1_NT_456633v1_random
AADN04009420.1	chrUn_NT_469954v1
AADN04009422.1	chrUn_NT_469955v1
AADN04009424.1	chrUn_NT_469956v1
AADN04009493.1	chr3_NT_459191v1_random
AADN04009425.1	chrUn_NT_469957v1
AADN04009426.1	chrUn_NT_469958v1
KQ759478.1	chr27_NT_463335v1_random
AADN04009539.1	chr1_NT_456644v1_random
AADN04009428.1	chrUn_NT_469959v1
AADN04009587.1	chr1_NT_456649v1_random
AADN04009416.1	chrUn_NT_469951v1
AADN04009433.1	chrUn_NT_469961v1
AADN04009435.1	chrUn_NT_469963v1
AADN04009434.1	chrUn_NT_469962v1
AADN04009475.1	chr4_NT_459952v1_random
AADN04009436.1	chrUn_NT_469964v1
AADN04009437.1	chrUn_NT_469965v1
AADN04009438.1	chrUn_NT_469966v1
AADN04009640.1	chr3_NT_459195v1_random
AADN04009506.1	chr7_NT_461134v1_random
AADN04009440.1	chrUn_NT_469967v1
AADN04009441.1	chrUn_NT_469968v1
AADN04009556.1	chr9_NT_461609v1_random
AADN04009443.1	chrUn_NT_469969v1
AADN04009444.1	chrUn_NT_469970v1
AADN04009445.1	chrUn_NT_469971v1
AADN04009533.1	chr1_NT_456642v1_random
AADN04009446.1	chrUn_NT_469972v1
AADN04009455.1	chrUn_NT_469977v1
AADN04009449.1	chr1_NT_456631v1_random
AADN04009451.1	chrUn_NT_469974v1
AADN04009586.1	chr20_NT_462862v1_random
AADN04009448.1	chrUn_NT_469973v1
AADN04009563.1	chr1_NT_456646v1_random
AADN04009452.1	chrUn_NT_469975v1
AADN04009453.1	chrUn_NT_469976v1
AADN04009471.1	chrUn_NT_469989v1
AADN04009456.1	chrUn_NT_469978v1
AADN04009457.1	chrUn_NT_469979v1
AADN04009461.1	chrUn_NT_469981v1
AADN04009459.1	chrUn_NT_469980v1
AADN04009462.1	chrUn_NT_469982v1
AADN04009463.1	chrUn_NT_469983v1
AADN04009464.1	chrUn_NT_469984v1
AADN04009476.1	chrUn_NT_469993v1
AADN04009467.1	chrUn_NT_469985v1
AADN04009468.1	chrUn_NT_469986v1
AADN04009469.1	chrUn_NT_469987v1
AADN04009520.1	chr1_NT_456640v1_random
AADN04009609.1	chr17_NT_462595v1_random
AADN04009474.1	chrUn_NT_469992v1
AADN04009570.1	chr11_NT_461926v1_random
AADN04009478.1	chrUn_NT_469994v1
AADN04009480.1	chrUn_NT_469995v1
AADN04009481.1	chrUn_NT_469996v1
AADN04009486.1	chrUn_NT_470000v1
AADN04009482.1	chrUn_NT_469997v1
AADN04009472.1	chrUn_NT_469990v1
AADN04009484.1	chrUn_NT_469998v1
AADN04009485.1	chrUn_NT_469999v1
AADN04009771.1	chr3_NT_459200v1_random
AADN04009473.1	chrUn_NT_469991v1
AADN04009487.1	chrUn_NT_470001v1
AADN04009490.1	chrUn_NT_470002v1
AADN04009516.1	chrUn_NT_470023v1
AADN04009703.1	chr3_NT_459198v1_random
AADN04009479.1	chr1_NT_456635v1_random
AADN04009491.1	chrUn_NT_470003v1
AADN04009542.1	chr4_NT_459953v1_random
AADN04009470.1	chrUn_NT_469988v1
AADN04009494.1	chrUn_NT_470005v1
AADN04009498.1	chrUn_NT_470008v1
AADN04009495.1	chrUn_NT_470006v1
AADN04009590.1	chr24_NT_463157v1_random
AADN04009497.1	chrUn_NT_470007v1
AADN04009500.1	chrUn_NT_470010v1
AADN04009621.1	chr2_NT_458206v1_random
AADN04009492.1	chrUn_NT_470004v1
AADN04009501.1	chrUn_NT_470011v1
AADN04009502.1	chr1_NT_456638v1_random
AADN04009503.1	chrUn_NT_470012v1
AADN04009499.1	chrUn_NT_470009v1
AADN04009504.1	chrUn_NT_470013v1
AADN04009512.1	chrUn_NT_470019v1
AADN04009574.1	chr2_NT_458203v1_random
AADN04009505.1	chrUn_NT_470014v1
AADN04009639.1	chr12_NT_462084v1_random
AADN04009507.1	chrUn_NT_470015v1
AADN04009696.1	chr1_NT_456655v1_random
AADN04009509.1	chrUn_NT_470016v1
AADN04009510.1	chrUn_NT_470017v1
AADN04009614.1	chr1_NT_456650v1_random
AADN04009511.1	chrUn_NT_470018v1
AADN04009513.1	chrUn_NT_470020v1
AADN04009514.1	chrUn_NT_470021v1
AADN04009571.1	chr1_NT_456647v1_random
AADN04009686.1	chr5_NT_460536v1_random
AADN04009515.1	chrUn_NT_470022v1
AADN04009525.1	chrUn_NT_470027v1
AADN04009534.1	chrUn_NT_470031v1
AADN04009518.1	chrUn_NT_470024v1
AADN04009629.1	chr4_NT_459955v1_random
AADN04009537.1	chr2_NT_458202v1_random
AADN04009523.1	chrUn_NT_470025v1
AADN04009524.1	chrUn_NT_470026v1
AADN04009553.1	chrUn_NT_470043v1
AADN04009530.1	chrUn_NT_470028v1
AADN04009531.1	chrUn_NT_470029v1
AADN04009538.1	chrUn_NT_470033v1
AADN04009549.1	chr3_NT_459192v1_random
AADN04009579.1	chr1_NT_456648v1_random
AADN04009532.1	chrUn_NT_470030v1
AADN04009601.1	chr2_NT_458205v1_random
AADN04009769.1	chr1_NT_456664v1_random
AADN04009658.1	chr3_NT_459196v1_random
AADN04009521.1	chr1_NT_456641v1_random
AADN04009536.1	chrUn_NT_470032v1
AADN04009713.1	chr14_NT_462386v1_random
AADN04009540.1	chrUn_NT_470034v1
AADN04009541.1	chrUn_NT_470035v1
AADN04009545.1	chrUn_NT_470038v1
AADN04009543.1	chrUn_NT_470036v1
AADN04009692.1	chr2_NT_458211v1_random
AADN04009546.1	chrUn_NT_470039v1
AADN04009550.1	chr1_NT_456645v1_random
AADN04009552.1	chrUn_NT_470042v1
AADN04009548.1	chrUn_NT_470040v1
KQ759496.1	chrW_NT_463528v1_random
AADN04009607.1	chr3_NT_459194v1_random
AADN04009544.1	chrUn_NT_470037v1
AADN04009551.1	chrUn_NT_470041v1
AADN04009554.1	chrUn_NT_470044v1
AADN04009704.1	chr2_NT_458212v1_random
AADN04009555.1	chrUn_NT_470045v1
AADN04009561.1	chrUn_NT_470050v1
AADN04009557.1	chrUn_NT_470046v1
AADN04009558.1	chrUn_NT_470047v1
AADN04009559.1	chrUn_NT_470048v1
AADN04009566.1	chrUn_NT_470054v1
AADN04009560.1	chrUn_NT_470049v1
AADN04009562.1	chrUn_NT_470051v1
AADN04009628.1	chr1_NT_456652v1_random
AADN04009564.1	chrUn_NT_470052v1
AADN04009565.1	chrUn_NT_470053v1
AADN04009600.1	chr2_NT_458204v1_random
AADN04009619.1	chr1_NT_456651v1_random
AADN04009584.1	chr14_NT_462384v1_random
KQ759448.1	chr10_NT_461760v1_random
AADN04009580.1	chrUn_NT_470060v1
AADN04009567.1	chrUn_NT_470055v1
AADN04009568.1	chr3_NT_459193v1_random
AADN04009569.1	chrUn_NT_470056v1
AADN04009572.1	chrUn_NT_470057v1
AADN04009573.1	chrUn_NT_470058v1
AADN04009715.1	chr1_NT_456657v1_random
AADN04009578.1	chrUn_NT_470059v1
AADN04009694.1	chr9_NT_461611v1_random
AADN04009581.1	chrUn_NT_470061v1
AADN04009597.1	chrUn_NT_470071v1
AADN04009582.1	chrUn_NT_470062v1
AADN04009583.1	chrUn_NT_470063v1
AADN04009589.1	chrUn_NT_470065v1
AADN04009872.1	chr1_NT_456672v1_random
AADN04009655.1	chr7_NT_461137v1_random
AADN04009585.1	chrUn_NT_470064v1
AADN04009588.1	chr9_NT_461610v1_random
AADN04009624.1	chr25_NT_463223v1_random
AADN04009681.1	chr10_NT_461761v1_random
AADN04009591.1	chrUn_NT_470066v1
AADN04009615.1	chr7_NT_461136v1_random
AADN04009693.1	chr5_NT_460537v1_random
AADN04009593.1	chrUn_NT_470067v1
AADN04009594.1	chrUn_NT_470068v1
AADN04009595.1	chrUn_NT_470069v1
AADN04009602.1	chrUn_NT_470074v1
AADN04009596.1	chrUn_NT_470070v1
AADN04009598.1	chrUn_NT_470072v1
AADN04009599.1	chrUn_NT_470073v1
AADN04009804.1	chr2_NT_458216v1_random
AADN04009603.1	chrUn_NT_470075v1
AADN04009807.1	chr1_NT_456667v1_random
AADN04009604.1	chrUn_NT_470076v1
AADN04009605.1	chrUn_NT_470077v1
AADN04009606.1	chrUn_NT_470078v1
AADN04009608.1	chrUn_NT_470079v1
AADN04009610.1	chrUn_NT_470080v1
AADN04009664.1	chr15_NT_462484v1_random
AADN04009893.1	chr10_NT_461762v1_random
AADN04009612.1	chr4_NT_459954v1_random
AADN04009611.1	chrUn_NT_470081v1
AADN04009906.1	chr2_NT_458223v1_random
AADN04009616.1	chrUn_NT_470083v1
AADN04009618.1	chrUn_NT_470085v1
AADN04009635.1	chr1_NT_456654v1_random
AADN04009646.1	chr5_NT_460535v1_random
AADN04009613.1	chrUn_NT_470082v1
AADN04009617.1	chrUn_NT_470084v1
AADN04009674.1	chr2_NT_458209v1_random
AADN04009620.1	chrUn_NT_470086v1
AADN04009991.1	chr2_NT_458229v1_random
AADN04009622.1	chrUn_NT_470087v1
AADN04009722.1	chr18_NT_462662v1_random
AADN04009623.1	chrUn_NT_470088v1
AADN04009626.1	chrUn_NT_470090v1
AADN04009625.1	chrUn_NT_470089v1
AADN04009627.1	chr5_NT_460534v1_random
AADN04009630.1	chrUn_NT_470091v1
AADN04009778.1	chrUn_NT_470182v1
AADN04009631.1	chrUn_NT_470092v1
AADN04009632.1	chrUn_NT_470093v1
AADN04009638.1	chrUn_NT_470096v1
AADN04009633.1	chrUn_NT_470094v1
AADN04009634.1	chr1_NT_456653v1_random
AADN04009755.1	chr3_NT_459199v1_random
AADN04009637.1	chrUn_NT_470095v1
AADN04009665.1	chr2_NT_458207v1_random
AADN04009735.1	chr19_NT_462741v1_random
AADN04009648.1	chrUn_NT_470103v1
AADN04009641.1	chrUn_NT_470097v1
AADN04009642.1	chrUn_NT_470098v1
AADN04009643.1	chrUn_NT_470099v1
AADN04009649.1	chrUn_NT_470104v1
AADN04009644.1	chrUn_NT_470100v1
AADN04009645.1	chrUn_NT_470101v1
AADN04009647.1	chrUn_NT_470102v1
AADN04009650.1	chrUn_NT_470105v1
AADN04009651.1	chrUn_NT_470106v1
AADN04009656.1	chrUn_NT_470108v1
AADN04009657.1	chrUn_NT_470109v1
AADN04009654.1	chrUn_NT_470107v1
AADN04009797.1	chr20_NT_462863v1_random
AADN04009659.1	chrUn_NT_470110v1
AADN04009660.1	chrUn_NT_470111v1
AADN04009690.1	chr4_NT_459956v1_random
AADN04009725.1	chr1_NT_456659v1_random
AADN04009925.1	chr4_NT_459960v1_random
AADN04009661.1	chrUn_NT_470112v1
AADN04009663.1	chrUn_NT_470113v1
AADN04009666.1	chrUn_NT_470114v1
AADN04009668.1	chrUn_NT_470115v1
AADN04009810.1	chr2_NT_458218v1_random
AADN04009669.1	chrUn_NT_470116v1
AADN04009670.1	chrUn_NT_470117v1
AADN04009676.1	chr3_NT_459197v1_random
AADN04009831.1	chr2_NT_458219v1_random
AADN04009671.1	chrUn_NT_470118v1
AADN04009667.1	chr2_NT_458208v1_random
AADN04009672.1	chrUn_NT_470119v1
